,id,week,season,season_type,neutral_site,conference_game,start_date,home_id,home_team,home_points,home_line_scores,away_id,away_team,away_points,away_line_scores,home_yards/play,away_yards/play,margin,home_past_average_yards/play,away_past_average_yards/play,away_avg_starting_yardline,home_avg_starting_yardline,away_past_starting_yard_line,home_past_starting_yard_line,home_elo,away_elo,away_schedule_strength,home_schedule_strength,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread,openingSpread,openingOverUnder,homeMoneyline,awayMoneyline
175,400937465,3,2017,regular,False,False,2017-09-16T16:20:00.000Z,152,NC State,49,"[14, 14, 21, 0]",231,Furman,16,"[3, 10, 0, 3]",6.2298850574712645,6.192771084337349,33,6.248867343240304,,72.58333333333333,50.27272727272727,,70.26282051282051,1624.0,,NA,1314.0,NC State,49,Furman,16,consensus,,-37.0,NC State -37,,,,
176,400934506,3,2017,regular,False,False,2017-09-16T16:30:00.000Z,150,Duke,34,"[7, 7, 10, 10]",239,Baylor,20,"[7, 0, 13, 0]",5.05982905982906,3.810126582278481,14,6.566954474097331,5.745258620689655,74.83333333333333,63.470588235294116,73.82371794871796,67.07738095238095,1383.0,1607.0,1377.0,1616.0,Duke,34,Baylor,20,consensus,60.5,-10.5,Duke -10.5,,,,
177,400938612,3,2017,regular,False,False,2017-09-16T17:00:00.000Z,5,UAB,30,"[13, 3, 7, 7]",324,Coastal Carolina,23,"[2, 3, 8, 10]",6.827160493827161,5.808510638297872,7,6.590212765957446,6.7555555555555555,58.38461538461539,57.583333333333336,62.714285714285715,73.36666666666667,,,1095.0,1230.0,UAB,30,Coastal Carolina,23,consensus,53.5,-1.0,UAB -1,,,,
178,400935271,3,2017,regular,False,False,2017-09-16T18:00:00.000Z,38,Colorado,41,"[14, 14, 3, 10]",2458,Northern Colorado,21,"[7, 7, 7, 0]",5.504761904761905,3.198019801980198,20,5.759450945094509,,74.46666666666667,65.57142857142857,,70.39166666666667,1649.0,,NA,1185.0,Colorado,41,Northern Colorado,21,consensus,,-38.0,Colorado -38,,,,
179,400937469,3,2017,regular,False,False,2017-09-16T19:00:00.000Z,154,Wake Forest,46,"[14, 15, 17, 0]",328,Utah State,10,"[0, 0, 10, 0]",6.560344827586207,4.77906976744186,36,6.2897071872227155,4.913730191826522,74.0,70.26666666666667,68.16153846153847,63.90833333333333,1463.0,1329.0,1918.0,1367.0,Wake Forest,46,Utah State,10,consensus,51.5,-14.0,Wake Forest -14,,,,
180,400944900,3,2017,regular,False,False,2017-09-16T19:00:00.000Z,2050,Ball State,28,"[7, 14, 7, 0]",2635,Tennessee Tech,13,"[0, 7, 6, 0]",6.662650602409639,4.8522727272727275,15,5.774086062452399,,72.5,73.25,,62.39102564102564,1230.0,,NA,1226.0,Ball State,28,Tennessee Tech,13,consensus,,-22.5,Ball State -22.5,,,,
181,400937466,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,183,Syracuse,41,"[10, 14, 17, 0]",2117,Central Michigan,17,"[10, 7, 0, 0]",6.240384615384615,5.266666666666667,24,6.420498693225966,6.332794117647059,74.5,71.6470588235294,69.27838827838829,65.7,1278.0,1231.0,1038.0,1301.0,Syracuse,41,Central Michigan,17,consensus,67.0,-7.5,Syracuse -7.5,,,,
182,400937464,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,295,Old Dominion,23,"[0, 7, 10, 6]",153,North Carolina,53,"[11, 28, 7, 7]",6.2976190476190474,7.34,-30,4.955,5.728504254366324,58.94117647058823,68.75,65.12337662337663,65.61309523809524,1405.0,1749.0,1701.5,1095.0,Old Dominion,23,North Carolina,53,consensus,56.0,11.5,North Carolina -11.5,,,,
183,400934510,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,2628,TCU,56,"[7, 21, 7, 21]",2567,SMU,36,"[16, 6, 7, 7]",7.696969696969697,7.6477272727272725,20,5.424350040203699,7.736254476511481,65.78571428571429,67.61538461538461,66.1875,65.625,1703.0,1274.0,1127.0,1614.0,TCU,56,SMU,36,consensus,64.5,-22.0,TCU -22,,,,
184,400937468,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,151,East Carolina,17,"[17, 0, 0, 0]",259,Virginia Tech,64,"[7, 16, 34, 7]",5.0843373493975905,7.266666666666667,-47,6.368018018018018,5.871663115678657,64.78571428571429,72.13333333333334,64.18461538461538,74.32619047619048,1260.0,1864.0,1728.0,1728.0,East Carolina,17,Virginia Tech,64,consensus,60.5,27.0,Virginia Tech -27,,,,
185,400935353,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,135,Minnesota,34,"[3, 17, 7, 7]",2393,Middle Tennessee,3,"[0, 3, 0, 0]",5.341176470588235,2.8333333333333335,31,6.161538461538462,4.671749598715891,74.75,65.16666666666667,70.09375,66.20604395604396,1652.0,1301.0,1394.0,1224.5,Minnesota,34,Middle Tennessee,3,consensus,49.5,-13.5,Minnesota -13.5,,,,
186,400933856,3,2017,regular,False,True,2017-09-16T19:30:00.000Z,57,Florida,26,"[3, 3, 0, 20]",2633,Tennessee,20,"[0, 3, 0, 17]",6.16,7.03,6,4.287671232876712,5.5592640833604685,69.6923076923077,71.0,58.246794871794876,75.58333333333333,1748.0,1729.0,1634.0,2133.0,Florida,26,Tennessee,20,consensus,50.5,-6.5,Florida -6.5,,,,
187,400935349,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,252,BYU,6,"[3, 3, 0, 0]",275,Wisconsin,40,"[10, 14, 7, 9]",5.048387096774194,5.954022988505747,-34,4.26453081232493,6.76265789748408,63.77777777777778,80.11111111111111,69.34102564102564,72.11894586894587,1730.0,1918.0,1200.0,1838.0,BYU,6,Wisconsin,40,consensus,42.0,14.0,Wisconsin -14,,,,
188,400935351,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,2294,Iowa,31,"[7, 3, 7, 14]",249,North Texas,14,"[7, 7, 0, 0]",4.743119266055046,6.344827586206897,17,5.206892033542977,6.900883838383838,76.88888888888889,65.0909090909091,68.0125,65.59615384615384,1661.0,1127.0,1274.0,1467.5,Iowa,31,North Texas,14,consensus,52.0,-20.0,Iowa -20,,,,
189,400935357,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,164,Rutgers,65,"[7, 27, 17, 14]",2415,Morgan State,0,"[0, 0, 0, 0]",5.878787878787879,2.2658227848101267,65,5.193881289692232,,80.75,46.6875,,69.79166666666666,1004.0,,NA,1663.5,Rutgers,65,Morgan State,0,consensus,,-41.0,Rutgers -41,,,,
190,400934574,3,2017,regular,False,False,2017-09-16T19:30:00.000Z,103,Boston College,20,"[3, 7, 3, 7]",87,Notre Dame,49,"[7, 7, 14, 21]",4.327102803738318,6.72,-29,3.8559322033898304,7.130560928433269,74.47058823529412,67.05555555555556,66.58653846153845,65.03125,1367.0,1725.0,1698.5,1465.5,Boston College,20,Notre Dame,49,consensus,53.0,14.0,Notre Dame -14,,,,
191,400933855,3,2017,regular,False,False,2017-09-16T20:00:00.000Z,2,Auburn,24,"[7, 3, 7, 7]",2382,Mercer,10,"[0, 3, 0, 7]",5.797872340425532,3.895348837209302,14,5.151048303023283,,70.76923076923077,71.75,,70.05833333333334,1904.0,,NA,1812.0,Auburn,24,Mercer,10,consensus,,-41.0,Auburn -41,,,,
192,400933860,3,2017,regular,False,False,2017-09-16T20:00:00.000Z,142,Missouri,3,"[0, 3, 0, 0]",2509,Purdue,35,"[14, 14, 7, 0]",2.6266666666666665,5.676470588235294,-32,8.273029618473895,,69.76923076923077,72.46153846153847,,70.21323529411765,1404.0,1162.0,1647.0,1428.0,Missouri,3,Purdue,35,consensus,76.0,-5.5,Missouri -5.5,,,,
193,400934563,3,2017,regular,False,False,2017-09-16T20:30:00.000Z,194,Ohio State,38,"[14, 3, 14, 7]",349,Army,7,"[0, 7, 0, 0]",8.518518518518519,4.558441558441558,31,6.676503567787972,7.283617252627764,74.77777777777777,71.66666666666667,63.64772727272727,69.59375,2199.0,1354.0,1080.0,1781.5,Ohio State,38,Army,7,consensus,55.0,-31.5,Ohio State -31.5,,,,
194,400935274,3,2017,regular,False,True,2017-09-16T21:30:00.000Z,265,Washington State,52,"[7, 21, 14, 10]",204,Oregon State,23,"[2, 7, 7, 7]",7.270833333333333,4.5978260869565215,29,5.934722222222222,5.633977989286208,77.46153846153847,66.5,72.46666666666668,64.35227272727272,1812.0,1369.0,1610.5,1664.0,Washington State,52,Oregon State,23,consensus,65.5,-19.5,Washington State -19.5,,,,
195,400934508,3,2017,regular,False,False,2017-09-16T22:00:00.000Z,201,Oklahoma,56,"[14, 14, 7, 21]",2655,Tulane,14,"[14, 0, 0, 0]",8.426666666666666,2.4725274725274726,42,7.661661104931405,,71.78571428571429,71.08333333333333,,65.54545454545455,2047.0,1222.0,1698.0,1645.5,Oklahoma,56,Tulane,14,consensus,54.0,-33.0,Oklahoma -33,,,,
196,400944899,3,2017,regular,False,False,2017-09-16T22:00:00.000Z,2084,Buffalo,33,"[20, 10, 0, 3]",2142,Colgate,10,"[3, 0, 7, 0]",7.0,5.276315789473684,23,6.633053221288515,,50.625,67.125,,71.36752136752136,1080.0,,NA,1503.0,Buffalo,33,Colgate,10,consensus,,-23.5,Buffalo -23.5,,,,
197,400938606,3,2017,regular,False,False,2017-09-16T22:00:00.000Z,2429,Charlotte,31,"[7, 3, 7, 14]",2448,North Carolina A&T,35,"[14, 7, 7, 7]",5.166666666666667,6.688888888888889,-4,3.0682569674067075,,72.42857142857143,65.92857142857143,,72.8434065934066,1040.0,,NA,1480.5,Charlotte,31,North Carolina A&T,35,consensus,,-13.0,Charlotte -13,,,,
198,400938609,3,2017,regular,False,False,2017-09-16T22:30:00.000Z,276,Marshall,21,"[0, 7, 0, 14]",2309,Kent State,0,"[0, 0, 0, 0]",4.2727272727272725,3.7875,21,5.676426313412614,3.7513157894736846,74.25,75.72727272727273,67.44642857142857,68.1590909090909,1200.0,1147.0,2215.0,1468.0,Marshall,21,Kent State,0,consensus,50.0,-14.0,Marshall -14,,,,
199,400938607,3,2017,regular,False,False,2017-09-16T22:30:00.000Z,2226,Florida Atlantic,45,"[14, 7, 17, 7]",2065,Bethune-Cookman,0,"[0, 0, 0, 0]",6.05982905982906,2.619718309859155,45,4.620732574679943,4.968085106382978,76.21428571428571,71.42857142857143,77.6,74.95897435897436,1071.0,,1797.0,1808.0,Florida Atlantic,45,Bethune-Cookman,0,consensus,,-20.0,Florida Atlantic -20,,,,
200,400933859,3,2017,regular,False,True,2017-09-16T23:00:00.000Z,344,Mississippi State,37,"[0, 17, 13, 7]",99,LSU,7,"[0, 7, 0, 0]",6.705263157894737,3.9315068493150687,30,6.00909090909091,7.592243975903615,72.81818181818181,68.9090909090909,63.875,64.35128205128206,1668.0,1972.0,1730.0,1654.0,Mississippi State,37,LSU,7,consensus,53.5,7.5,LSU -7.5,,,,
201,400944839,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2711,Western Michigan,37,"[3, 3, 13, 18]",70,Idaho,28,"[7, 7, 14, 0]",5.18,5.719512195121951,9,4.241069228874107,5.5160909973644054,80.92307692307692,56.333333333333336,68.82291666666666,69.41666666666666,1842.0,1363.0,1121.0,1778.0,Western Michigan,37,Idaho,28,consensus,54.0,-17.5,Western Michigan -17.5,,,,
202,400938608,3,2017,regular,False,True,2017-09-16T23:00:00.000Z,98,Western Kentucky,22,"[8, 7, 7, 0]",2348,Louisiana Tech,23,"[3, 10, 0, 10]",5.064516129032258,6.371134020618556,-1,4.77289156626506,6.720467596390485,77.0,69.53846153846153,71.1452380952381,66.80341880341881,1975.0,1654.0,1668.0,1226.0,Western Kentucky,22,Louisiana Tech,23,consensus,62.0,-4.5,Western Kentucky -4.5,,,,
203,400945257,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2440,Nevada,28,"[0, 7, 7, 14]",304,Idaho State,30,"[10, 13, 7, 0]",4.053097345132743,6.5,-2,5.838988095238095,,59.8,59.13333333333333,,69.5,1359.0,,1329.0,1638.0,Nevada,28,Idaho State,30,consensus,,-34.5,Nevada -34.5,,,,
204,400944836,3,2017,regular,False,True,2017-09-16T23:00:00.000Z,326,Texas State,13,"[7, 3, 0, 3]",2026,Appalachian State,20,"[0, 7, 10, 3]",5.935483870967742,5.128205128205129,-7,4.576241134751773,5.85189529571552,55.6,69.45454545454545,67.11813186813187,68.08809523809524,801.0,1630.0,1658.0,1649.0,Texas State,13,Appalachian State,20,consensus,48.5,21.5,Appalachian State -21.5,,,,
205,400941802,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2649,Toledo,54,"[7, 7, 22, 18]",202,Tulsa,51,"[21, 7, 9, 14]",7.73469387755102,6.265486725663717,3,6.377981495628554,5.763909386068477,75.16666666666667,74.53846153846153,71.81318681318682,58.26923076923077,1660.0,1748.0,1577.0,1359.0,Toledo,54,Tulsa,51,consensus,74.0,-7.0,Toledo -7,,,,
206,400944840,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,6,South Alabama,45,"[24, 7, 14, 0]",2010,Alabama A&M,0,"[0, 0, 0, 0]",7.9,4.722222222222222,45,4.918803418803419,2.615741507870754,76.0,69.6,75.75,73.75,1245.0,,1510.0,1720.5,South Alabama,45,Alabama A&M,0,consensus,,-38.0,South Alabama -38,,,,
207,400938611,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2433,Louisiana Monroe,17,"[0, 10, 7, 0]",2572,Southern Mississippi,28,"[7, 14, 7, 0]",5.7727272727272725,5.065420560747664,-11,6.188679245283019,5.73,68.125,73.42857142857143,73.01666666666667,71.21428571428571,963.0,1401.0,1486.0,1707.0,Louisiana Monroe,17,Southern Mississippi,28,consensus,55.5,7.0,Southern Mississippi -7,,,,
208,400944838,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2032,Arkansas State,48,"[13, 7, 21, 7]",2029,Arkansas-Pine Bluff,3,"[0, 3, 0, 0]",6.571428571428571,5.523809523809524,45,5.6,,74.2,61.266666666666666,,75.0,1567.0,,1214.0,1529.0,Arkansas State,48,Arkansas-Pine Bluff,3,consensus,,-55.0,Arkansas State -55,,,,
209,400935273,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2751,Wyoming,13,"[10, 0, 3, 0]",2483,Oregon,49,"[14, 28, 0, 7]",4.0125,5.447368421052632,-36,5.0625,7.3214516874711055,69.35714285714286,62.266666666666666,64.07904411764706,68.98846153846154,1393.0,1483.0,1529.0,1661.0,Wyoming,13,Oregon,49,consensus,66.0,13.5,Oregon -13.5,,,,
210,400933854,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,333,Alabama,41,"[17, 7, 14, 3]",36,Colorado State,23,"[0, 10, 0, 13]",9.25,4.536082474226804,18,6.940304125263475,5.6818181818181825,75.72727272727273,66.72727272727273,69.1025641025641,60.12307692307692,2331.0,1569.0,1509.0,1451.0,Alabama,41,Colorado State,23,consensus,55.5,-31.0,Alabama -31,,,,
211,400938613,3,2017,regular,False,False,2017-09-16T23:00:00.000Z,2636,UT San Antonio,51,"[21, 27, 3, 0]",2582,Southern,17,"[0, 0, 7, 10]",5.7444444444444445,2.761904761904762,34,5.042553191489362,,69.13333333333334,68.26666666666667,,72.72727272727273,1377.0,,1401.0,1607.0,UT San Antonio,51,Southern,17,consensus,,-35.0,UT San Antonio -35,,,,
212,400933857,3,2017,regular,False,False,2017-09-16T23:30:00.000Z,61,Georgia,42,"[14, 7, 21, 0]",2535,Samford,14,"[0, 7, 0, 7]",6.594936708860759,4.0519480519480515,28,4.928006872852234,,70.66666666666667,66.36363636363636,,65.70913461538461,1658.0,,NA,1677.5,Georgia,42,Samford,14,consensus,,-33.5,Georgia -33.5,,,,
213,400933861,3,2017,regular,False,True,2017-09-16T23:30:00.000Z,2579,South Carolina,13,"[6, 0, 0, 7]",96,Kentucky,23,"[7, 7, 3, 6]",6.4868421052631575,5.183673469387755,-10,4.662267080745341,6.141503267973857,74.5,64.33333333333333,66.22077922077922,64.08516483516483,1428.0,1486.0,1401.0,1514.0,South Carolina,13,Kentucky,23,consensus,48.5,-6.0,South Carolina -6,,,,
214,400933863,3,2017,regular,False,False,2017-09-16T23:30:00.000Z,238,Vanderbilt,14,"[7, 0, 0, 7]",2306,Kansas State,7,"[0, 7, 0, 0]",3.918918918918919,3.7875,7,5.373493975903615,8.357142857142858,67.58333333333333,71.92307692307692,62.790909090909096,61.730769230769226,1510.0,1754.0,1040.0,1301.0,Vanderbilt,14,Kansas State,7,consensus,49.0,5.0,Kansas State -5,,,,
215,400935356,3,2017,regular,False,False,2017-09-16T23:30:00.000Z,213,Penn State,56,"[14, 21, 14, 7]",2247,Georgia State,0,"[0, 0, 0, 0]",8.428571428571429,3.8415841584158414,56,7.797985347985348,5.214285714285714,56.07142857142857,45.0,66.5,63.717948717948715,1869.0,1177.0,NA,1444.0,Penn State,56,Georgia State,0,consensus,54.5,-37.5,Penn State -37.5,,,,
216,400935355,3,2017,regular,False,False,2017-09-16T23:30:00.000Z,77,Northwestern,49,"[14, 21, 0, 14]",189,Bowling Green,7,"[7, 0, 0, 0]",8.054945054945055,4.702127659574468,42,4.720251716247139,4.827981651376147,64.38461538461539,69.0,73.91666666666666,72.10714285714286,1616.0,1272.0,1608.0,1371.0,Northwestern,49,Bowling Green,7,consensus,56.5,-21.0,Northwestern -21,,,,
217,400941801,3,2017,regular,False,False,2017-09-17T00:00:00.000Z,193,Miami (OH),17,"[7, 0, 7, 3]",2132,Cincinnati,21,"[3, 0, 0, 18]",4.164835164835165,5.244897959183674,-4,5.008585164835164,4.362222222222222,78.3076923076923,71.3076923076923,68.32211538461539,66.77948717948718,1312.0,1309.0,2133.0,1200.0,Miami (OH),17,Cincinnati,21,consensus,49.0,-3.5,Miami (OH) -3.5,,,,
218,400937461,3,2017,regular,False,True,2017-09-17T00:00:00.000Z,97,Louisville,21,"[7, 0, 0, 14]",228,Clemson,47,"[7, 12, 14, 14]",4.640449438202247,7.980582524271845,-26,8.096469622331693,6.332918592250267,75.38461538461539,80.5,69.1698717948718,69.5,1872.0,2215.0,1525.5,1455.5,Louisville,21,Clemson,47,consensus,61.0,3.0,Clemson -3,,,,
219,400944837,3,2017,regular,False,True,2017-09-17T00:00:00.000Z,166,New Mexico State,24,"[3, 0, 13, 8]",2653,Troy,27,"[13, 0, 14, 0]",6.014084507042254,4.678571428571429,-3,4.948051948051948,6.009000229305205,72.0,78.1,70.00595238095238,74.0079365079365,1040.0,1461.0,1664.0,1405.0,New Mexico State,24,Troy,27,consensus,60.5,9.5,Troy -9.5,,,,
220,400934512,3,2017,regular,False,False,2017-09-17T00:00:00.000Z,2641,Texas Tech,52,"[21, 14, 10, 7]",9,Arizona State,45,"[3, 14, 21, 7]",7.785714285714286,5.621621621621622,7,7.020618556701031,5.605983527131783,72.14285714285714,64.64285714285714,71.09935897435898,70.33333333333333,1416.0,1366.0,1398.0,NA,Texas Tech,52,Arizona State,45,consensus,74.0,-7.0,Texas Tech -7,,,,
221,400938610,3,2017,regular,False,False,2017-09-17T00:00:00.000Z,248,Houston,38,"[17, 21, 0, 0]",242,Rice,3,"[0, 0, 0, 3]",6.691489361702128,4.423076923076923,35,4.75,4.585746606334841,83.66666666666667,61.15384615384615,61.09090909090909,64.92307692307692,1746.0,1109.0,1421.0,1243.0,Houston,38,Rice,3,consensus,53.5,-23.0,Houston -23,,,,
222,400934511,3,2017,regular,False,False,2017-09-17T00:30:00.000Z,30,USC,27,"[0, 14, 0, 3, 7, 3]",251,Texas,24,"[0, 7, 3, 7, 7, 0]",4.923728813559322,4.346534653465347,3,7.59201213346815,6.933293320757953,57.93333333333333,58.94117647058823,71.41666666666666,75.88333333333333,1948.0,1560.0,1227.0,1796.0,USC,27,Texas,24,consensus,67.5,-17.0,USC -17,,,,
223,400935275,3,2017,regular,False,False,2017-09-17T01:30:00.000Z,264,Washington,48,"[27, 14, 7, 0]",278,Fresno State,16,"[0, 7, 6, 3]",8.082191780821917,6.268817204301075,32,7.548029957668511,5.972856583583453,66.78571428571429,68.0,71.16233766233766,64.9090909090909,2120.0,1046.0,2331.0,1004.0,Washington,48,Fresno State,16,consensus,56.5,-34.0,Washington -34,,,,
224,400935272,3,2017,regular,False,False,2017-09-17T02:00:00.000Z,254,Utah,54,"[9, 21, 7, 17]",23,San José State,16,"[3, 10, 0, 3]",5.90990990990991,5.236559139784946,38,5.987179487179487,3.7335004177109443,68.70588235294117,61.588235294117645,72.86427607480239,67.61904761904762,1704.0,1150.0,1625.5,1730.0,Utah,54,San José State,16,consensus,59.5,-28.0,Utah -28,,,,
225,400935276,3,2017,regular,False,False,2017-09-17T02:30:00.000Z,21,San Diego State,20,"[0, 10, 3, 7]",24,Stanford,17,"[0, 7, 3, 7]",5.3428571428571425,4.4655172413793105,3,5.294920141969831,6.875375179433641,68.91666666666667,67.84615384615384,69.00384615384615,63.25,1756.0,1750.0,1528.5,1366.0,San Diego State,20,Stanford,17,consensus,48.5,9.0,Stanford -9,,,,
226,400933858,3,2017,regular,False,False,2017-09-17T02:30:00.000Z,25,California,27,"[7, 0, 10, 10]",145,Ole Miss,16,"[10, 6, 0, 0]",5.504273504273504,5.396039603960396,11,6.482910906298003,7.714931153184165,74.14285714285714,70.42857142857143,67.54166666666667,69.86858974358975,1531.0,1600.0,1245.0,1749.0,California,27,Ole Miss,16,consensus,69.5,7.0,Ole Miss -7,,,,
227,400941803,4,2017,regular,False,True,2017-09-21T23:30:00.000Z,58,South Florida,43,"[3, 17, 13, 10]",218,Temple,7,"[0, 7, 0, 0]",6.663865546218488,0.8783783783783784,36,5.203604545999368,6.157945949072302,77.05555555555556,51.55555555555556,69.24786324786326,65.14444444444445,1691.0,1739.0,1410.0,1188.0,South Florida,43,Temple,7,consensus,61.5,-18.0,South Florida -18,,,,
228,400945258,4,2017,regular,False,False,2017-09-23T00:00:00.000Z,68,Boise State,23,"[7, 7, 0, 9]",258,Virginia,42,"[7, 14, 14, 7]",4.696969696969697,7.311111111111111,-19,4.144636844636845,6.081871345029239,66.0,77.0,71.17979797979798,59.58911513323278,1664.0,1350.0,1309.0,1572.3333333333333,Boise State,23,Virginia,42,consensus,50.0,-13.5,Boise State -13.5,,,,
229,400935277,4,2017,regular,False,True,2017-09-23T02:30:00.000Z,12,Arizona,24,"[3, 7, 7, 7]",254,Utah,30,"[10, 3, 14, 3]",6.411764705882353,5.638297872340425,-6,6.996769578814292,5.9614229614229615,70.0,69.0,65.60877684407096,68.35897435897436,1243.0,1704.0,1440.0,1419.0,Arizona,24,Utah,30,consensus,61.0,4.5,Utah -4.5,,,,
230,400933870,4,2017,regular,False,False,2017-09-23T16:00:00.000Z,2633,Tennessee,17,"[0, 14, 3, 0]",113,UMass,13,"[0, 6, 7, 0]",4.309278350515464,3.6463414634146343,4,6.049509388906979,5.68443010893311,76.5,65.78571428571429,69.97000915750915,62.06196581196582,1729.0,1095.0,1435.0,1691.0,Tennessee,17,UMass,13,consensus,58.5,-28.0,Tennessee -28,,,,
231,400937472,4,2017,regular,False,True,2017-09-23T16:00:00.000Z,52,Florida State,21,"[0, 10, 3, 8]",152,NC State,27,"[10, 7, 3, 7]",5.838709677419355,6.08421052631579,-6,4.116883116883117,6.242539914650624,77.46153846153847,62.583333333333336,63.5994560994561,76.6923076923077,1856.0,1624.0,1314.0,2331.0,Florida State,21,NC State,27,consensus,50.0,-11.5,Florida State -11.5,,,,
232,400933864,4,2017,regular,True,True,2017-09-23T16:00:00.000Z,8,Arkansas,43,"[7, 14, 7, 15, 0]",245,Texas A&M,50,"[7, 10, 7, 19, 7]",6.829787234042553,7.427083333333333,-7,5.294191919191919,5.91884758267737,65.86666666666666,65.4,67.42875816993464,68.025,1614.0,1727.0,1422.5,1703.0,Arkansas,43,Texas A&M,50,consensus,58.5,-2.5,Arkansas -2.5,,,,
233,400934514,4,2017,regular,False,True,2017-09-23T16:00:00.000Z,2305,Kansas,34,"[3, 10, 14, 7]",277,West Virginia,56,"[7, 28, 0, 21]",6.26605504587156,7.12,-22,5.4272153453187935,7.453243498356279,70.5,76.3125,68.54186507936508,71.25901875901876,1038.0,1728.0,1562.0,1326.5,Kansas,34,West Virginia,56,consensus,70.5,24.0,West Virginia -24,,,,
234,400937474,4,2017,regular,False,False,2017-09-23T16:00:00.000Z,97,Louisville,42,"[21, 7, 14, 0]",2309,Kent State,3,"[0, 3, 0, 0]",7.971830985915493,2.6049382716049383,39,6.944462894288544,3.7633771929824564,69.0,76.83333333333333,69.71428571428571,73.16666666666667,1872.0,1147.0,1707.5,1708.6666666666667,Louisville,42,Kent State,3,consensus,56.0,-41.5,Louisville -41.5,,,,
235,400934561,4,2017,regular,False,False,2017-09-23T16:00:00.000Z,2655,Tulane,21,"[7, 7, 0, 7]",349,Army,17,"[0, 10, 0, 7]",6.014285714285714,5.788888888888889,4,,6.375225354565695,64.66666666666667,66.55555555555556,67.35774410774411,,1222.0,1354.0,1639.5,1872.5,Tulane,21,Army,17,consensus,45.0,-3.0,Tulane -3,,,,
236,400934518,4,2017,regular,False,False,2017-09-23T16:00:00.000Z,248,Houston,24,"[0, 10, 0, 14]",2641,Texas Tech,27,"[6, 7, 7, 7]",4.775700934579439,6.207207207207207,-3,5.720744680851064,7.403166421207658,70.58823529411765,67.73333333333333,67.48809523809524,63.03846153846153,1746.0,1416.0,1366.0,1176.0,Houston,24,Texas Tech,27,consensus,68.0,-7.0,Houston -7,,,,
237,400935363,4,2017,regular,False,False,2017-09-23T16:00:00.000Z,194,Ohio State,54,"[16, 28, 10, 0]",2439,UNLV,21,"[0, 7, 7, 7]",7.097087378640777,6.059523809523809,33,7.2905085513648205,9.136143410852714,77.76923076923077,60.92857142857143,59.94602272727273,70.28472222222223,2199.0,1121.0,1363.0,1639.0,Ohio State,54,UNLV,21,consensus,67.5,-40.0,Ohio State -40,,,,
238,400937473,4,2017,regular,False,True,2017-09-23T16:20:00.000Z,59,Georgia Tech,35,"[7, 14, 7, 7]",221,Pittsburgh,17,"[7, 10, 0, 0]",7.134020618556701,5.333333333333333,18,5.968830888697152,4.816900887015127,70.76923076923077,69.53846153846153,74.40555555555555,58.146103896103895,1634.0,1674.0,1855.0,1729.0,Georgia Tech,35,Pittsburgh,17,consensus,55.0,-7.5,Georgia Tech -7.5,,,,
239,400941807,4,2017,regular,False,False,2017-09-23T17:30:00.000Z,202,Tulsa,13,"[3, 7, 0, 3]",167,New Mexico,16,"[7, 6, 0, 3]",5.773333333333333,5.864583333333333,-3,5.931101832600223,5.713299742822652,76.7,72.22222222222223,72.06268568033273,72.93101343101343,1748.0,1444.0,1352.0,1604.6666666666667,Tulsa,13,New Mexico,16,consensus,68.5,-9.0,Tulsa -9,,,,
240,400944902,4,2017,regular,False,True,2017-09-23T18:00:00.000Z,2199,Eastern Michigan,20,"[3, 3, 0, 7, 7, 0]",195,Ohio,27,"[3, 7, 3, 0, 7, 7]",4.15625,6.179245283018868,-7,5.5598466981132075,,71.1875,63.588235294117645,,68.21428571428572,1207.0,1422.0,1100.0,1022.0,Eastern Michigan,20,Ohio,27,consensus,54.0,-1.0,Eastern Michigan -1,,,,
241,400944841,4,2017,regular,False,True,2017-09-23T18:00:00.000Z,6,South Alabama,23,"[10, 3, 0, 7, 3, 0]",70,Idaho,29,"[3, 7, 0, 10, 3, 6]",5.029411764705882,5.524752475247524,-6,5.912535612535613,5.583898063283588,63.0,65.35714285714286,72.8563034188034,72.36666666666667,1245.0,1363.0,1481.5,1720.5,South Alabama,23,Idaho,29,consensus,55.0,-6.5,South Alabama -6.5,,,,
